Date,Team,Nombre,Acquired,Relinquished,Notes,ID
15-12-19,76ers,Al Horford,Al Horford,,activated from IL,201143
15-12-19,Mavericks,Luka Doncic,,Luka Doncic,sprained right ankle (DTD),1629029
15-12-19,Nuggets,Vlatko Cancar,,Vlatko Cancar,placed on IL,1628427
15-12-19,Rockets,Tyson Chandler,Tyson Chandler,,activated from IL,2199
15-12-19,Warriors,Eric Paschall,,Eric Paschall,placed on IL with sore left hip,1629672
15-12-19,Warriors,Draymond Green,Draymond Green,,activated from IL,203110
15-12-19,Pacers,Naz Mitrou-Long,,Naz Mitrou-Long ,sprained right ankle (DTD),1628513
16-12-19,Bucks,Frank Mason,,Frank Mason,placed on IL,1628412
16-12-19,Bulls,Daniel Gafford,Daniel Gafford,,returned to lineup,1629655
16-12-19,Grizzlies,Jae Crowder,Jae Crowder,,returned to lineup,203109
16-12-19,Jazz,Tony Bradley,Tony Bradley,,activated from IL,1628396
16-12-19,Mavericks,Luka Doncic,,Luka Doncic,placed on IL with sprained right ankle,1629029
16-12-19,Mavericks,Ryan Broekhoff,Ryan Broekhoff,,activated from IL,1629151
16-12-19,Pelicans,J.J. Redick,,J.J. Redick,left groin injury (DTD),200755
16-12-19,Pistons,Blake Griffin,,Blake Griffin,sore left knee (DTD),201933
16-12-19,Rockets,Russell Westbrook,Russell Westbrook,,activated from IL,201566
16-12-19,Suns,Tyler Johnson,,Tyler Johnson,illness (DTD),204020
16-12-19,Thunder,Terrance Ferguson,Terrance Ferguson,,activated from IL,1628390
16-12-19,Wizards,Moe Wagner,,Moe Wagner,placed on IL with sprained left ankle,1629021
16-12-19,Wizards,Isaiah Thomas,Isaiah Thomas,,activated from IL,202738
17-12-19,76ers,Joel Embiid,Joel Embiid,,activated from IL,203954
17-12-19,Celtics,Vincent Poirier,,Vincent Poirier,fractured finger (out indefinitely),1629738
17-12-19,Clippers,Terance Mann,,Terance Mann,placed on IL,1629611
17-12-19,Clippers,Kawhi Leonard,Kawhi Leonard,,activated from IL,202695
17-12-19,Clippers,Lou Williams,Lou Williams,,returned to lineup,101150
17-12-19,Clippers,Patrick Beverley,Patrick Beverley,,activated from IL,201976
17-12-19,Hawks,Chandler Parsons,,Chandler Parsons,placed on IL with illness,202718
17-12-19,Hornets,P.J. Washington,,P.J. Washington,placed on IL with fractured finger,1629023
17-12-19,Hornets,Marvin Williams,Marvin Williams,,activated from IL,101107
17-12-19,Jazz,Nigel Williams-Goss,,Nigel Williams-Goss,placed on IL,1628430
17-12-19,Jazz,Mike Conley Jr.,Mike Conley Jr.,,activated from IL,201144
17-12-19,Kings,De'Aaron Fox,De'Aaron Fox,,activated from IL,1628368
17-12-19,Lakers,Anthony Davis,,Anthony Davis,placed on IL with sprained right ankle,203076
17-12-19,Suns,Cameron Johnson,,Cameron Johnson,sore left hip (DTD),1629661
17-12-19,Suns,Tyler Johnson,,Tyler Johnson,placed on IL with illness,204020
17-12-19,Suns,Deandre Ayton,Deandre Ayton,,activated from IL,1629028
17-12-19,Warriors,Eric Paschall,Eric Paschall,,activated from IL,1629672
17-12-19,Wizards,Rui Hachimura,,Rui Hachimura,groin injury (DTD),1629060
17-12-19,Pacers,JaKarr Sampson,JaKarr Sampson,,activated from IL,203960
17-12-19,Pacers,Alize Johnson,,Alize Johnson,placed on IL with illness,1628993
18-12-19,Blazers,Mario Hezonja,,Mario Hezonja,back spasms (DTD),1626209
18-12-19,Blazers,Nassir Little,Nassir Little,,returned to lineup,1629642
18-12-19,Bulls,Cristiano Felicio,,Cristiano Felicio,placed on IL,1626245
18-12-19,Celtics,Gordon Hayward,,Gordon Hayward,placed on IL with sore left foot,202330
18-12-19,Celtics,Vincent Poirier,,Vincent Poirier,placed on IL with fractured finger,1629738
18-12-19,Hornets,Nicolas Batum,Nicolas Batum,,activated from IL,201587
18-12-19,Jazz,Mike Conley Jr.,,Mike Conley Jr.,left hamstring injury (out indefinitely),201144
18-12-19,Nuggets,Paul Millsap,Paul Millsap,,activated from IL,200794
18-12-19,Nuggets,Vlatko Cancar,Vlatko Cancar,,activated from IL,1628427
18-12-19,Pelicans,J.J. Redick,J.J. Redick,,returned to lineup,200755
18-12-19,Pistons,Andre Drummond,Andre Drummond,,returned to lineup,203083
18-12-19,Pistons,Blake Griffin,Blake Griffin,,returned to lineup,201933
18-12-19,Timberwolves,Jarrett Culver,,Jarrett Culver,illness (DTD),1629633
18-12-19,Timberwolves,Karl-Anthony Towns,,Karl-Anthony Towns,sprained left knee (DTD),1626157
18-12-19,Wizards,Rui Hachimura,,Rui Hachimura,placed on IL with groin injury,1629060
18-12-19,Pacers,Alize Johnson,Alize Johnson,,activated from IL,1628993
19-12-19,Hawks,Chandler Parsons,Chandler Parsons,,activated from IL,202718
19-12-19,Heat,James Johnson,James Johnson,,returned to lineup,201949
19-12-19,Jazz,Mike Conley Jr.,,Mike Conley Jr.,placed on IL with left hamstring injury,201144
19-12-19,Lakers,Anthony Davis,Anthony Davis,,activated from IL,203076
19-12-19,Pistons,Christian Wood,,Christian Wood,left knee injury (DTD),1626174
19-12-19,Raptors,Marc Gasol,,Marc Gasol,strained left hamstring (out indefinitely),201188
19-12-19,Raptors,Norman Powell,,Norman Powell,left shoulder subluxation (out indefinitely),1626181
19-12-19,Raptors,Pascal Siakam,,Pascal Siakam,groin injury (out indefinitely),1627783
19-12-19,Suns,Deandre Ayton,,Deandre Ayton,sprained right ankle (DTD),1629028
20-12-19,Blazers,Nassir Little,,Nassir Little,back spasms (DTD),1629642
20-12-19,Blazers,Mario Hezonja,Mario Hezonja,,returned to lineup,1626209
20-12-19,Grizzlies,Grayson Allen,Grayson Allen,,activated from IL,1628960
20-12-19,Heat,Goran Dragic,Goran Dragic,,activated from IL,201609
20-12-19,Kings,Bogdan Bogdanovic,,Bogdan Bogdanovic,placed on IL with sore right ankle,203992
20-12-19,Knicks,Allonzo Trier,Allonzo Trier,,activated from IL,1629019
20-12-19,Nets,David Nwaba,,David Nwaba,torn right Achilles tendon (out for season),1628021
20-12-19,Pacers,Jeremy Lamb,,Jeremy Lamb,right groin injury (DTD),203087
20-12-19,Pistons,Blake Griffin,,Blake Griffin,placed on IL with sore left knee,201933
20-12-19,Pistons,Christian Wood,,Christian Wood,placed on IL with left knee injury,1626174
20-12-19,Pistons,Luke Kennard,,Luke Kennard,placed on IL with knee injury,1628379
20-12-19,Pistons,Sekou Doumbouya,Sekou Doumbouya,,activated from IL,1629635
20-12-19,Raptors,Marc Gasol,,Marc Gasol,placed on IL with strained left hamstring,201188
20-12-19,Raptors,Norman Powell,,Norman Powell,placed on IL with left shoulder subluxation,1626181
20-12-19,Raptors,Pascal Siakam,,Pascal Siakam,placed on IL with groin injury,1627783
20-12-19,Raptors,Fred VanVleet,Fred VanVleet,,activated from IL,1627832
20-12-19,Suns,Deandre Ayton,,Deandre Ayton,placed on IL with sprained right ankle,1629028
20-12-19,Suns,Cameron Johnson,Cameron Johnson,,returned to lineup,1629661
20-12-19,Suns,Devin Booker,Devin Booker,,returned to lineup,1626164
20-12-19,Suns,Tyler Johnson,Tyler Johnson,,activated from IL,204020
20-12-19,Timberwolves,Karl-Anthony Towns,,Karl-Anthony Towns,placed on IL with sprained left knee,1626157
20-12-19,Timberwolves,Jarrett Culver,Jarrett Culver,,returned to lineup,1629633
21-12-19,Blazers,Carmelo Anthony,,Carmelo Anthony,bruised left knee (DTD),2546
21-12-19,Blazers,Nassir Little,Nassir Little,,returned to lineup,1629642
21-12-19,Bucks,Wes Matthews Jr.,,Wes Matthews Jr.,placed on IL with bruised right thigh,77484
21-12-19,Grizzlies,Jonas Valanciunas,,Jonas Valanciunas,placed on IL with sore right foot,202685
21-12-19,Hawks,Evan Turner,,Evan Turner,placed on IL with strained right hamstring,202323
21-12-19,Pistons,Derrick Rose,,Derrick Rose,sore left knee (DTD),201565
21-12-19,Pistons,Luke Kennard,Luke Kennard,,activated from IL,1628379
21-12-19,Rockets,David Nwaba,,David Nwaba,placed on IL with torn right Achilles tendon (out for season),1628021
21-12-19,Suns,Ricky Rubio,,Ricky Rubio,placed on IL with illness,201937
21-12-19,Suns,Jalen Lecque,Jalen Lecque,,activated from IL,1629665
22-12-19,76ers,Matisse Thybulle,,Matisse Thybulle,sprained right knee (out indefinitely),1629680
22-12-19,Bucks,Frank Mason,Frank Mason,,activated from IL,1628412
22-12-19,Bucks,Wes Matthews Jr.,Wes Matthews Jr.,,activated from IL,77484
22-12-19,Clippers,Patrick Beverley,,Patrick Beverley,placed on IL with right groin injury,201976
22-12-19,Clippers,JaMychal Green,JaMychal Green,,activated from IL,203210
22-12-19,Lakers,LeBron James,,LeBron James,placed on IL with strained thoracic muscle,2544
22-12-19,Lakers,Kyle Kuzma,Kyle Kuzma,,activated from IL,1628398
22-12-19,Magic,Michael Carter-Williams,,Michael Carter-Williams,sprained left shoulder (DTD),203487
22-12-19,Raptors,Dewan Hernandez,,Dewan Hernandez,placed on IL with sprained right ankle,1629608
22-12-19,Thunder,Danilo Gallinari,,Danilo Gallinari,placed on IL with sore left ankle,201568
22-12-19,Wizards,Davis Bertans,,Davis Bertans,strained right quadriceps (DTD),202722
23-12-19,76ers,Matisse Thybulle,,Matisse Thybulle,placed on IL with sprained right knee,1629680
23-12-19,Blazers,Carmelo Anthony,Carmelo Anthony,,returned to lineup,2546
23-12-19,Bulls,Max Strus,,Max Strus,torn ACL in left knee (out for season),1629622
23-12-19,Bulls,Cristiano Felicio,Cristiano Felicio,,activated from IL,1626245
23-12-19,Cavaliers,Larry Nance Jr.,,Larry Nance Jr.,placed on IL with sore left knee,1626204
23-12-19,Grizzlies,Jonas Valanciunas,Jonas Valanciunas,,activated from IL,202685
23-12-19,Knicks,Marcus Morris,,Marcus Morris,left Achilles injury (DTD),202694
23-12-19,Knicks,Taj Gibson,,Taj Gibson,illness (DTD),201959
23-12-19,Magic,Michael Carter-Williams,,Michael Carter-Williams,placed on IL with sprained left shoulder,203487
23-12-19,Pacers,Malcolm Brogdon,,Malcolm Brogdon,placed on IL with left hamstring injury,1627763
23-12-19,Pacers,Jeremy Lamb,Jeremy Lamb,,returned to lineup,203087
23-12-19,Pistons,Bruce Brown,,Bruce Brown,placed on IL with calf injury,1628971
23-12-19,Pistons,Luke Kennard,,Luke Kennard,placed on IL with knee tendinitis (out for season),1628379
23-12-19,Pistons,Blake Griffin,Blake Griffin,,activated from IL,201933
23-12-19,Pistons,Christian Wood,Christian Wood,,activated from IL,1626174
23-12-19,Pistons,Derrick Rose,Derrick Rose,,returned to lineup,201565
23-12-19,Raptors,Stanley Johnson,Stanley Johnson,,activated from IL,1626169
23-12-19,Rockets,Thabo Sefolosha,,Thabo Sefolosha,placed on IL with illness,200757
23-12-19,Suns,Jalen Lecque,,Jalen Lecque,placed on IL,1629665
23-12-19,Suns,Ricky Rubio,Ricky Rubio,,activated from IL,201937
23-12-19,Timberwolves,Shabazz Napier,,Shabazz Napier,placed on IL with illness,203894
23-12-19,Warriors,Glenn Robinson III,,Glenn Robinson III,placed on IL with sprained right ankle,203922
23-12-19,Wizards,Davis Bertans,,Davis Bertans,placed on IL with strained right quadriceps,202722
23-12-19,Pistons,Jordan Bone,,Jordan Bone,sore left knee (DTD),1629648
24-12-19,Heat,Dion Waiters,Dion Waiters,,activated from IL,203079
24-12-19,Warriors,Kevon Looney,,Kevon Looney,abdominal injury (DTD),1626172
25-12-19,Bucks,Frank Mason,,Frank Mason,placed on IL with strained abdominal,1628412
25-12-19,Celtics,Gordon Hayward,Gordon Hayward,,activated from IL,202330
25-12-19,Clippers,Patrick Beverley,Patrick Beverley,,activated from IL,201976
25-12-19,Lakers,LeBron James,LeBron James,,activated from IL,2544
25-12-19,Warriors,Kevon Looney,,Kevon Looney,placed on IL with abdominal injury,1626172
25-12-19,Warriors,Glenn Robinson III,Glenn Robinson III,,activated from IL,203922
26-12-19,Blazers,Mario Hezonja,,Mario Hezonja,sore lower back (DTD),1626209
26-12-19,Jazz,Nigel Williams-Goss,Nigel Williams-Goss,,activated from IL,1628430
26-12-19,Kings,Bogdan Bogdanovic,Bogdan Bogdanovic,,activated from IL,203992
26-12-19,Knicks,Dennis Smith Jr.,,Dennis Smith Jr.,placed on IL with strained left oblique,1628372
26-12-19,Knicks,Marcus Morris,Marcus Morris,,returned to lineup,202694
26-12-19,Knicks,Taj Gibson,Taj Gibson,,returned to lineup,201959
26-12-19,Mavericks,Luka Doncic,Luka Doncic,,activated from IL,1629029
26-12-19,Pistons,Sekou Doumbouya,,Sekou Doumbouya,placed on IL with illness,1629635
26-12-19,Pistons,Bruce Brown,Bruce Brown,,activated from IL,1628971
26-12-19,Timberwolves,Shabazz Napier,Shabazz Napier,,activated from IL,203894
26-12-19,Wizards,Jordan McRae,Jordan McRae,,activated from IL,203895
26-12-19,Bucks,Dragan Bender,Dragan Bender,,returned to lineup,1627733
26-12-19,Pistons,Jordan Bone,Jordan Bone,,returned to lineup,1629648
27-12-19,Bucks,Giannis Antetokounmpo,,Giannis Antetokounmpo,placed on IL with sore back,203507
27-12-19,Cavaliers,Larry Nance Jr.,Larry Nance Jr.,,activated from IL,1626204
27-12-19,Hawks,Alex Len,,Alex Len,placed on IL with sprained left ankle,203458
27-12-19,Hawks,Jabari Parker,,Jabari Parker,placed on IL with right shoulder injury,203953
27-12-19,Hawks,Evan Turner,Evan Turner,,activated from IL,202323
27-12-19,Hornets,P.J. Washington,P.J. Washington,,activated from IL,1629023
27-12-19,Kings,De'Aaron Fox,,De'Aaron Fox,back spasms (DTD),1628368
27-12-19,Kings,Marvin Bagley III,,Marvin Bagley III,left foot injury (DTD),1628963
27-12-19,Magic,Mo Bamba,,Mo Bamba,placed on IL with sprained right ankle,1628964
27-12-19,Pistons,Markieff Morris,,Markieff Morris,sprained left foot (DTD),202693
27-12-19,Warriors,Eric Paschall,,Eric Paschall,placed on IL with bruised right hip,1629672
27-12-19,Warriors,Jordan Poole,,Jordan Poole,placed on IL,1629673
27-12-19,Warriors,Omari Spellman,,Omari Spellman,illness (DTD),1629016
28-12-19,Bulls,Cristiano Felicio,,Cristiano Felicio,placed on IL with illness,1626245
28-12-19,Bulls,Adam Mokoka,Adam Mokoka,,activated from IL,1629690
28-12-19,Cavaliers,Kevin Love,,Kevin Love,placed on IL with bruised right hip,201567
28-12-19,Celtics,Marcus Smart,Marcus Smart,,activated from IL,203935
28-12-19,Clippers,Montrezl Harrell,,Montrezl Harrell,placed on IL with illness,1626149
28-12-19,Hawks,Trae Young,,Trae Young,placed on IL with sprained right ankle,1629027
28-12-19,Hawks,Alex Len,Alex Len,,activated from IL,203458
28-12-19,Jazz,Nigel Williams-Goss,,Nigel Williams-Goss,placed on IL,1628430
28-12-19,Kings,De'Aaron Fox,,De'Aaron Fox,placed on IL with back spasms,1628368
28-12-19,Kings,Marvin Bagley III,,Marvin Bagley III,placed on IL with left foot injury,1628963
28-12-19,Kings,Trevor Ariza,,Trevor Ariza,illness (DTD),2772
28-12-19,Knicks,Wayne Ellington,Wayne Ellington,,activated from IL,201961
28-12-19,Mavericks,Isaiah Roby,,Isaiah Roby,right foot injury (DTD),1629676
28-12-19,Nuggets,Paul Millsap,,Paul Millsap,placed on IL with bruised left knee,200794
28-12-19,Pistons,Markieff Morris,,Markieff Morris,placed on IL with sprained left foot,202693
28-12-19,Rockets,Clint Capela,,Clint Capela,placed on IL with right heel injury,203991
28-12-19,Rockets,Michael Frazier II,,Michael Frazier II,placed on IL,1626187
28-12-19,Rockets,Thabo Sefolosha,Thabo Sefolosha,,activated from IL,200757
28-12-19,Thunder,Dennis Schroder,,Dennis Schroder,sore right ankle (DTD),203471
28-12-19,Timberwolves,Andrew Wiggins,,Andrew Wiggins,illness (DTD),203952
28-12-19,Warriors,Omari Spellman,,Omari Spellman,placed on IL with illness,1629016
28-12-19,Wizards,Bradley Beal,,Bradley Beal,placed on IL with right leg injury,203078
29-12-19,Blazers,Skal Labissiere,,Skal Labissiere,left knee injury (out indefinitely),1627746
29-12-19,Grizzlies,Jae Crowder,,Jae Crowder,placed on IL with sore left ankle,203109
29-12-19,Kings,De'Aaron Fox,De'Aaron Fox,,activated from IL,1628368
29-12-19,Kings,Trevor Ariza,Trevor Ariza,,returned to lineup,2772
29-12-19,Nuggets,Gary Harris,,Gary Harris,bruised left shin (DTD),203914
29-12-19,Rockets,James Harden,,James Harden,sprained toe (DTD),201935
29-12-19,Rockets,Tyson Chandler,,Tyson Chandler,shoulder injury (DTD),2199
29-12-19,Rockets,Eric Gordon,Eric Gordon,,activated from IL,201569
29-12-19,Thunder,Dennis Schroder,,Dennis Schroder,placed on IL with sore right ankle,203471
29-12-19,Thunder,Russell Westbrook,,Russell Westbrook,placed on IL,201566
30-12-19,Bucks,Wes Matthews Jr.,,Wes Matthews Jr.,placed on IL with bruised right thigh,77484
30-12-19,Bucks,Eric Bledsoe,Eric Bledsoe,,activated from IL,202339
30-12-19,Bucks,Giannis Antetokounmpo,Giannis Antetokounmpo,,activated from IL,203507
30-12-19,Cavaliers,Kevin Love,Kevin Love,,activated from IL,201567
30-12-19,Celtics,Jaylen Brown,,Jaylen Brown,illness (DTD),1627759
30-12-19,Clippers,Patrick Beverley,,Patrick Beverley,sprained right wrist (DTD),201976
30-12-19,Clippers,Montrezl Harrell,Montrezl Harrell,,activated from IL,1626149
30-12-19,Hawks,Chandler Parsons,,Chandler Parsons,placed on IL,202718
30-12-19,Heat,James Johnson,,James Johnson,stomach illness (DTD),201949
30-12-19,Jazz,Nigel Williams-Goss,Nigel Williams-Goss,,activated from IL,1628430
30-12-19,Magic,Aaron Gordon,,Aaron Gordon,placed on IL with left Achilles injury,203932
30-12-19,Magic,Mo Bamba,Mo Bamba,,activated from IL,1628964
30-12-19,Pacers,Malcolm Brogdon,Malcolm Brogdon,,activated from IL,1627763
30-12-19,Pistons,Blake Griffin,,Blake Griffin,sore left knee (DTD),201933
30-12-19,Pistons,Sekou Doumbouya,Sekou Doumbouya,,activated from IL,1629635
30-12-19,Suns,Frank Kaminsky,,Frank Kaminsky,sore right knee (out indefinitely),1626163
30-12-19,Suns,Deandre Ayton,Deandre Ayton,,activated from IL,1629028
30-12-19,Timberwolves,Andrew Wiggins,,Andrew Wiggins,placed on IL with illness,203952
30-12-19,Timberwolves,Noah Vonleh,,Noah Vonleh,bruised gluteus (DTD),203943
30-12-19,Timberwolves,Treveon Graham,,Treveon Graham,illness (DTD),1626203
30-12-19,Warriors,Omari Spellman,Omari Spellman,,activated from IL,1629016
31-12-19,76ers,Joel Embiid,,Joel Embiid,placed on IL with sore left knee,203954
31-12-19,Celtics,Jaylen Brown,,Jaylen Brown,placed on IL with illness,1627759
31-12-19,Clippers,Patrick Beverley,,Patrick Beverley,placed on IL with sprained right wrist,201976
31-12-19,Mavericks,Kristaps Porzingis,,Kristaps Porzingis,placed on IL with sore right knee,204001
31-12-19,Mavericks,Ryan Broekhoff,,Ryan Broekhoff,placed on IL with fractured fibula in left leg,1629151
31-12-19,Mavericks,Tim Hardaway Jr.,,Tim Hardaway Jr.,placed on IL with strained left hamstring,203501
31-12-19,Nuggets,Gary Harris,,Gary Harris,placed on IL with bruised left shin,203914
31-12-19,Nuggets,Paul Millsap,Paul Millsap,,activated from IL,200794
31-12-19,Rockets,Clint Capela,Clint Capela,,activated from IL,203991
31-12-19,Rockets,James Harden,James Harden,,returned to lineup,201935
31-12-19,Rockets,Russell Westbrook,Russell Westbrook,,activated from IL,201566
31-12-19,Rockets,Tyson Chandler,Tyson Chandler,,returned to lineup,2199
31-12-19,Thunder,,,,activated from IL,NoEncontrado
31-12-19,Thunder,Danilo Gallinari,Danilo Gallinari,,activated from IL,201568
31-12-19,Thunder,Dennis Schroder,Dennis Schroder,,activated from IL,203471
31-12-19,Warriors,D'Angelo Russell,,D'Angelo Russell,right shoulder injury (DTD),1626156
31-12-19,Warriors,Willie Cauley-Stein,,Willie Cauley-Stein,placed on IL with illness,1626161
31-12-19,Warriors,Eric Paschall,Eric Paschall,,activated from IL,1629672
01-01-20,Blazers,Skal Labissiere,,Skal Labissiere,placed on IL,1627746
01-01-20,Heat,James Johnson,James Johnson,,returned to lineup,201949
01-01-20,Knicks,Reggie Bullock,Reggie Bullock,,activated from IL,203493
01-01-20,Suns,Frank Kaminsky,,Frank Kaminsky,placed on IL with sore right knee,1626163
01-01-20,Timberwolves,Jeff Teague,,Jeff Teague,sprained right knee (DTD),201952
01-01-20,Wizards,Bradley Beal,Bradley Beal,,activated from IL,203078
02-01-20,76ers,Joel Embiid,Joel Embiid,,activated from IL,203954
02-01-20,Grizzlies,Jae Crowder,Jae Crowder,,activated from IL,203109
02-01-20,Hawks,Trae Young,Trae Young,,activated from IL,1629027
02-01-20,Jazz,Nigel Williams-Goss,,Nigel Williams-Goss,placed on IL,1628430
02-01-20,Magic,Jonathan Isaac,,Jonathan Isaac,left knee injury (out for season),1628371
02-01-20,Nets,Garrett Temple,,Garrett Temple,placed on IL with bruised right knee,202066
02-01-20,Nuggets,Vlatko Cancar,,Vlatko Cancar,placed on IL,1628427
02-01-20,Nuggets,Gary Harris,Gary Harris,,activated from IL,203914
02-01-20,Pacers,Edmond Sumner,,Edmond Sumner,placed on IL with sore right knee,1628410
02-01-20,Pacers,Malcolm Brogdon,,Malcolm Brogdon,placed on IL with sore lower back,1627763
02-01-20,Timberwolves,Treveon Graham,,Treveon Graham,placed on IL with illness,1626203
03-01-20,76ers,James Ennis,,James Ennis,placed on IL with illness,203516
03-01-20,Blazers,Mario Hezonja,Mario Hezonja,,returned to lineup,1626209
03-01-20,Cavaliers,Larry Nance Jr.,,Larry Nance Jr.,sore left knee (out indefinitely),1626204
03-01-20,Celtics,Kemba Walker,,Kemba Walker,placed on IL with illness,202689
03-01-20,Celtics,Jaylen Brown,Jaylen Brown,,activated from IL,1627759
03-01-20,Hawks,Evan Turner,,Evan Turner,placed on IL,202323
03-01-20,Hawks,Jabari Parker,Jabari Parker,,activated from IL,203953
03-01-20,Heat,Dion Waiters,,Dion Waiters,illness (DTD),203079
03-01-20,Lakers,Alex Caruso,,Alex Caruso,placed on IL with right calf injury,1627936
03-01-20,Magic,Jonathan Isaac,,Jonathan Isaac,placed on IL with left knee injury,1628371
03-01-20,Magic,Aaron Gordon,Aaron Gordon,,activated from IL,203932
03-01-20,Wizards,Bradley Beal,,Bradley Beal,right leg injury (DTD),203078
03-01-20,Wizards,Thomas Bryant,Thomas Bryant,,activated from IL,1628418
03-01-20,Bulls,Chandler Hutchison,Chandler Hutchison,,activated from IL,1628990
03-01-20,Bulls,Cristiano Felicio,Cristiano Felicio,,activated from IL,1626245
03-01-20,Nets,David Nwaba,David Nwaba,,activated from IL,1628021
04-01-20,Bucks,Wes Matthews Jr.,Wes Matthews Jr.,,activated from IL,77484
04-01-20,Bulls,Adam Mokoka,,Adam Mokoka,placed on IL,1629690
04-01-20,Cavaliers,Larry Nance Jr.,,Larry Nance Jr.,placed on IL with sore left knee,1626204
04-01-20,Clippers,Paul George,,Paul George,placed on IL with left hamstring injury,202331
04-01-20,Hawks,Cam Reddish,,Cam Reddish,placed on IL with sprained right wrist,1629629
04-01-20,Hawks,Jabari Parker,,Jabari Parker,placed on IL with throat injury,203953
04-01-20,Hawks,John Collins,,John Collins ,placed on IL with back injury,1628381
04-01-20,Hawks,Chandler Parsons,Chandler Parsons,,activated from IL,202718
04-01-20,Hawks,Evan Turner,Evan Turner,,activated from IL,202323
04-01-20,Kings,Bogdan Bogdanovic,,Bogdan Bogdanovic,placed on IL with sore right ankle,203992
04-01-20,Nets,Caris LeVert,Caris LeVert,,activated from IL,1627747
04-01-20,Nets,Garrett Temple,Garrett Temple,,activated from IL,202066
04-01-20,Nuggets,Vlatko Cancar,Vlatko Cancar,,activated from IL,1628427
04-01-20,Pacers,Edmond Sumner,Edmond Sumner,,activated from IL,1628410
04-01-20,Spurs,Dejounte Murray,,Dejounte Murray,placed on IL for personal reasons,1627749
04-01-20,Warriors,D'Angelo Russell,,D'Angelo Russell,placed on IL with right shoulder injury,1626156
04-01-20,Warriors,Jordan Poole,Jordan Poole,,activated from IL,1629673
04-01-20,Warriors,Willie Cauley-Stein,Willie Cauley-Stein,,activated from IL,1626161
04-01-20,Wizards,Bradley Beal,,Bradley Beal,placed on IL with right leg injury,203078
04-01-20,Wizards,Thomas Bryant,,Thomas Bryant,placed on IL,1628418
05-01-20,Blazers,C.J. McCollum,,C.J. McCollum,illness (DTD),203468
05-01-20,Bucks,Pat Connaughton,,Pat Connaughton,bruised right thigh (DTD),1626192
05-01-20,Cavaliers,Tristan Thompson,,Tristan Thompson,placed on IL with illness,202684
05-01-20,Clippers,Kawhi Leonard,,Kawhi Leonard,placed on IL,202695
05-01-20,Clippers,Patrick Beverley,Patrick Beverley,,activated from IL,201976
05-01-20,Clippers,Paul George,Paul George,,activated from IL,202331
05-01-20,Clippers,Terance Mann,Terance Mann,,activated from IL,1629611
05-01-20,Heat,Jimmy Butler,,Jimmy Butler,sore lower back (DTD),202710
05-01-20,Heat,Dion Waiters,Dion Waiters,,returned to lineup,203079
05-01-20,Lakers,Alex Caruso,Alex Caruso,,activated from IL,1627936
05-01-20,Thunder,Nerlens Noel,,Nerlens Noel,sprained left ankle (DTD),203457
05-01-20,Timberwolves,Andrew Wiggins,Andrew Wiggins,,activated from IL,203952
05-01-20,Timberwolves,Jeff Teague,Jeff Teague,,returned to lineup,201952
05-01-20,Timberwolves,Noah Vonleh,Noah Vonleh,,returned to lineup,203943
05-01-20,Timberwolves,Treveon Graham,Treveon Graham,,activated from IL,1626203
05-01-20,Warriors,Draymond Green,,Draymond Green,sprained right ankle (DTD),203110
06-01-20,76ers,James Ennis,James Ennis,,activated from IL,203516
06-01-20,Blazers,C.J. McCollum,C.J. McCollum,,returned to lineup,203468
06-01-20,Bucks,Pat Connaughton,,Pat Connaughton,placed on IL with bruised right thigh,1626192
06-01-20,Cavaliers,Kevin Porter Jr.,,Kevin Porter Jr.,sprained left knee (out indefinitely),1629645
06-01-20,Celtics,Romeo Langford,,Romeo Langford,placed on IL with illness,1629641
06-01-20,Hawks,Chandler Parsons,,Chandler Parsons,placed on IL,202718
06-01-20,Hawks,Evan Turner,,Evan Turner,placed on IL,202323
06-01-20,Hawks,Cam Reddish,Cam Reddish,,activated from IL,1629629
06-01-20,Hawks,John Collins,John Collins ,,activated from IL,1628381
06-01-20,Hornets,Marvin Williams,,Marvin Williams,placed on IL with fractured nose,101107
06-01-20,Hornets,Michael Kidd-Gilchrist,,Michael Kidd-Gilchrist,placed on IL with illness,203077
06-01-20,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,,activated from IL,203501
06-01-20,Nets,Nicolas Claxton,Nicolas Claxton,,activated from IL,1629651
06-01-20,Nuggets,Vlatko Cancar,,Vlatko Cancar,placed on IL,1628427
06-01-20,Pelicans,Jrue Holiday,,Jrue Holiday,left elbow injury (DTD),201950
06-01-20,Thunder,Nerlens Noel,,Nerlens Noel,placed on IL with sprained left ankle,203457
06-01-20,Warriors,Draymond Green,,Draymond Green,placed on IL with sprained right ankle,203110
06-01-20,Mavericks,Isaiah Roby,Isaiah Roby,,returned to lineup,1629676
06-01-20,Bulls,Adam Mokoka,,Adam Mokoka,right eye injury (DTD),1629690
07-01-20,Bucks,George Hill,,George Hill,illness (DTD),201588
07-01-20,Bulls,Wendell Carter Jr.,,Wendell Carter Jr.,sprained right ankle (DTD),1628976
07-01-20,Cavaliers,Dante Exum,,Dante Exum,placed on IL with illness,203957
07-01-20,Cavaliers,Kevin Porter Jr.,,Kevin Porter Jr.,placed on IL with sprained left knee,1629645
07-01-20,Cavaliers,Tristan Thompson,Tristan Thompson,,activated from IL,202684
